Village,Year,Crop,Rainfall_Q1,Temp_Q1,Pest_Q1,Rainfall_Q2,Temp_Q2,Pest_Q2,Rainfall_Q3,Temp_Q3,Pest_Q3,Rainfall_Q4,Temp_Q4,Pest_Q4,Harvest_Quarter,Annual_Yield_hg_per_ha
Jaggayyapeta,2008,Potato,22.77,26.98,29.83,87.8,28.06,28.58,487.8,23.22,26.72,108.66,30.25,18.16,Q4,740800
Jaggayyapeta,2008,Sunflower,86.25,30.07,23.18,327.53,28.01,23.04,991.5,28.78,17.5,249.37,29.24,22.81,Q4,16850
Jaggayyapeta,2012,Arecanut,75.56,26.49,15.22,295.82,22.76,2.59,865.93,21.69,11.19,216.21,19.15,28.19,Q4,168200
Jaggayyapeta,2012,Groundnut,52.3,23.19,4.06,166.29,33.56,11.13,655.71,27.18,29.34,223.16,24.9,3.69,Q4,49800
Jaggayyapeta,2012,Mango,15.82,29.96,2.55,66.92,34.65,12.98,367.62,25.57,23.7,81.41,31.55,3.02,Q4,33880
Jaggayyapeta,2012,Onion,32.6,21.23,29.7,110.49,22.82,34.1,427.29,21.75,9.44,145.24,26.51,8.96,Q2,86370
Jaggayyapeta,2022,Cotton,18.39,24.01,32.94,90.97,25.79,31.86,516.97,22.34,26.42,106.07,29.26,16.78,Q4,795970
Jaggayyapeta,2022,Pepper,52.77,25.36,15.97,235.5,20.58,22.74,707.82,26.57,11.37,177.13,23.41,11.79,Q4,8920
Jaggayyapeta,2022,Tomato,42.28,23.98,32.34,112.5,27.55,38.79,461.93,22.85,12.69,159.17,25.59,9.47,Q2,94350
Jaggayyapeta,2022,Wheat,40.93,24.31,4.54,126.0,19.08,9.93,470.94,27.62,19.62,157.42,21.51,5.34,Q4,21870
Jaggayyapeta,2024,Bengal Gram,104.82,19.68,25.58,426.8,28.51,29.57,1287.15,22.21,20.52,320.4,25.73,24.34,Q4,20950
Jaggayyapeta,2024,Potato,19.47,28.35,1.84,68.21,30.01,10.82,422.3,26.67,22.78,93.78,26.43,4.76,Q4,41000
Jaggayyapeta,2024,Sunflower,17.34,32.06,2.51,69.22,32.49,14.8,389.37,26.95,22.22,86.88,27.74,4.97,Q4,35920
Jaggayyapeta,2024,Tomato,16.33,28.07,29.2,71.24,32.96,25.27,423.01,26.28,23.88,94.35,23.12,13.98,Q4,630910
Jalgaon,2005,Arecanut,20.11,23.84,6.91,88.1,35.58,63.68,471.6,33.83,70.31,108.53,30.28,12.61,Q4,19860
Jalgaon,2005,Coffee,41.55,29.16,5.12,104.87,25.05,8.31,429.73,25.32,16.66,145.23,23.91,5.54,Q4,20130
Jalgaon,2005,Mango,14.32,21.84,3.72,80.73,25.96,12.09,448.48,26.54,22.12,91.3,27.46,1.32,Q4,16840
Jalgaon,2005,Onion,82.09,21.96,23.53,349.73,27.51,26.74,1049.42,30.25,17.62,265.9,23.53,19.7,Q4,17750
Jalgaon,2010,Bengal Gram,70.92,26.98,17.91,307.19,19.56,9.11,924.68,22.98,14.02,235.67,24.27,29.13,Q4,179050
Jalgaon,2010,Onion,34.09,30.67,25.5,90.39,24.55,32.05,367.53,26.52,6.43,117.89,30.78,6.17,Q2,72150
Jalgaon,2010,Pepper,16.8,32.02,5.44,67.45,35.24,56.63,414.76,28.65,64.92,83.99,29.34,14.24,Q4,17110
Jalgaon,2010,Tomato,12.51,28.11,0.95,61.07,29.36,11.17,377.34,23.77,19.11,82.45,29.83,1.57,Q4,14170
Jalgaon,2012,Coffee,52.86,29.97,6.06,138.19,28.26,10.86,551.47,27.56,29.37,182.52,23.1,6.37,Q4,45620
Jalgaon,2012,Cotton,15.25,27.87,1.28,73.5,32.0,13.93,417.18,29.37,28.52,86.81,31.18,7.68,Q4,38100
Jalgaon,2012,Jowar,52.99,27.36,1.34,142.43,29.59,11.78,583.13,25.78,27.28,191.04,27.7,4.73,Q4,47580
Jalgaon,2012,Wheat,108.12,21.11,27.12,450.44,25.7,31.53,1354.97,17.72,21.44,337.08,24.17,25.2,Q4,21950
Jalgaon,2013,Bengal Gram,17.86,32.74,27.97,71.3,24.36,26.42,408.4,21.29,21.35,81.12,27.4,15.65,Q4,590360
Jalgaon,2013,Coffee,15.61,29.33,7.45,62.55,30.76,53.91,386.1,30.18,59.82,79.61,32.32,13.04,Q4,15850
Jalgaon,2013,Groundnut,14.77,22.89,3.35,79.1,28.41,10.68,432.98,28.42,22.63,97.53,27.06,3.83,Q4,19260
Jalgaon,2013,Turmeric,22.46,28.81,0.58,71.04,28.19,12.75,426.95,33.57,28.66,92.47,25.0,7.81,Q4,41700
Jalgaon,2016,Coffee,17.27,27.85,8.89,87.34,30.76,64.28,489.73,29.4,71.68,101.05,25.87,16.94,Q4,20580
Jalgaon,2016,Onion,11.93,31.82,2.03,66.97,33.04,12.73,373.5,29.11,23.85,87.04,22.77,3.03,Q4,34970
Jalgaon,2016,Pepper,90.89,29.25,21.92,362.7,25.01,27.71,1092.23,19.06,17.37,273.31,23.03,24.22,Q4,18320
Jalgaon,2016,Turmeric,16.89,30.58,8.04,88.02,33.64,66.65,473.87,34.64,67.18,106.9,32.06,14.69,Q4,19860
Jalgaon,2021,Coffee,25.75,27.18,30.77,81.16,32.07,30.49,492.71,25.01,23.32,102.47,28.41,13.47,Q4,740800
Jalgaon,2021,Maize,95.02,28.1,0.73,369.35,30.02,10.92,1113.05,20.58,29.77,275.63,24.95,5.9,Q4,50150
Jalgaon,2021,Mango,23.39,22.5,28.4,89.79,26.64,31.18,506.05,25.48,24.79,111.81,24.37,14.52,Q4,765920
Jalgaon,2021,Onion,13.0,32.68,1.0,57.51,32.61,12.77,355.73,24.52,25.16,79.74,27.01,6.0,Q4,33170
Jamnagar,2007,Onion,69.78,26.28,14.58,291.48,20.99,6.51,877.44,18.3,11.34,223.54,23.2,26.23,Q4,169300
Jamnagar,2007,Paddy,31.52,21.73,-1.16,89.34,29.33,5.27,368.2,21.63,14.02,115.47,28.66,2.53,Q4,16950
Jamnagar,2007,Ragi,14.65,36.51,7.56,66.89,29.71,54.77,381.26,28.86,59.97,76.78,27.15,12.25,Q4,15850
Jamnagar,2007,Wheat,19.92,34.96,6.37,66.58,29.97,56.57,396.91,32.99,65.48,81.26,32.92,13.39,Q4,16590
Jamnagar,2008,Groundnut,18.71,23.6,4.67,95.35,29.47,13.05,548.54,27.08,28.57,118.37,21.55,6.96,Q4,24070
Jamnagar,2008,Pepper,19.46,22.16,0.45,73.04,24.61,14.72,450.55,28.09,25.01,91.6,24.88,5.53,Q4,40340
Jamnagar,2008,Sunflower,17.44,34.88,5.73,59.54,30.02,54.13,385.45,32.64,65.23,83.67,23.63,13.83,Q4,15850
Jamnagar,2008,Tomato,33.69,24.61,0.82,96.68,25.91,8.36,391.29,20.86,17.32,131.75,29.59,0.98,Q4,18440
Jamnagar,2015,Arecanut,13.99,29.06,6.06,67.62,31.42,55.05,408.12,24.93,65.15,86.92,31.16,14.04,Q4,16880
Jamnagar,2015,Maize,16.36,28.85,1.71,66.85,28.6,15.08,388.8,23.22,24.41,86.21,28.11,5.04,Q4,35600
Jamnagar,2015,Sunflower,19.41,29.9,-0.29,61.87,33.17,10.62,360.49,25.7,17.46,74.1,32.43,4.61,Q4,13370
Jamnagar,2015,Turmeric,13.97,30.41,9.23,67.11,29.18,56.5,417.53,32.03,63.14,92.69,32.11,15.28,Q4,17110
Jamnagar,2017,Cotton,16.07,30.99,8.61,66.65,27.52,58.1,386.16,26.6,61.07,80.13,28.11,15.82,Q4,15850
Jamnagar,2017,Millet,36.79,21.14,26.7,102.47,27.59,36.07,417.63,26.29,8.68,136.9,24.67,8.0,Q2,81590
Jamnagar,2017,Sugarcane,57.93,28.53,34.96,154.64,23.51,35.17,637.05,29.16,29.26,211.86,27.78,19.74,Q4,970630
Jamnagar,2017,Tomato,24.86,27.41,3.28,81.59,33.06,13.89,487.02,26.75,23.56,106.96,22.41,3.7,Q4,18500
Jamnagar,2018,Jowar,46.17,27.2,2.86,132.23,32.7,9.61,543.29,28.43,24.98,181.3,29.92,3.28,Q4,44990
Jamnagar,2018,Maize,41.86,28.22,0.58,118.29,22.67,8.46,453.56,24.32,19.36,148.8,19.73,1.61,Q4,21060
Jamnagar,2018,Pepper,27.47,26.62,27.2,106.19,28.08,34.17,412.0,25.98,6.8,135.44,31.63,6.72,Q2,81590
Jamnagar,2018,Sugarcane,34.43,23.49,2.6,90.78,28.05,4.86,362.86,25.68,17.46,118.54,24.76,3.85,Q4,16950
Jamnagar,2019,Arecanut,92.12,21.81,21.31,377.35,30.34,27.55,1131.94,28.66,16.35,278.82,23.41,21.2,Q4,18780
Jamnagar,2019,Paddy,14.45,32.34,6.53,79.35,32.29,60.34,449.94,29.34,67.51,97.47,31.06,16.52,Q4,18950
Jamnagar,2019,Pepper,71.27,19.67,20.78,292.24,21.72,24.2,871.85,17.69,11.71,221.67,23.98,9.44,Q4,11020
Jamnagar,2019,Wheat,59.82,28.17,18.55,239.06,17.99,18.68,716.6,20.2,14.02,180.22,21.11,7.93,Q4,9080
Kanakapura,2008,Arecanut,21.38,29.35,2.51,92.37,23.44,10.47,542.16,25.88,27.68,117.51,27.15,5.75,Q4,24070
Kanakapura,2008,Cotton,16.19,32.16,1.3,76.89,26.54,10.6,436.86,26.22,19.22,97.3,27.96,2.12,Q4,16320
Kanakapura,2008,Paddy,23.64,24.59,2.09,73.64,28.6,14.34,441.89,27.46,22.58,96.63,30.36,1.8,Q4,16630
Kanakapura,2008,Sugarcane,94.04,25.44,23.11,381.8,21.86,29.07,1144.74,25.4,17.07,285.97,26.91,25.51,Q4,19000
Kanakapura,2011,Bengal Gram,20.8,27.61,2.7,80.45,24.53,11.61,490.68,30.35,25.58,102.04,28.74,3.19,Q4,21400
Kanakapura,2011,Paddy,17.29,25.13,1.02,53.94,31.97,10.53,334.42,28.5,16.68,68.07,26.14,3.8,Q4,12430
Kanakapura,2011,Potato,22.62,35.17,8.22,77.84,33.63,62.18,439.95,23.65,67.84,88.14,31.58,15.49,Q4,18310
Kanakapura,2011,Ragi,20.9,30.99,9.82,76.92,30.2,61.03,438.53,21.94,64.26,96.8,25.93,16.11,Q4,18310
Kanakapura,2012,Arecanut,14.38,26.85,-0.02,57.68,30.71,11.59,355.36,23.9,22.13,74.93,30.63,3.04,Q4,33170
Kanakapura,2012,Groundnut,47.36,26.72,35.47,159.27,31.15,32.67,615.82,27.58,26.99,208.11,29.22,19.61,Q4,930370
Kanakapura,2012,Jowar,100.95,30.24,24.23,381.88,26.2,27.79,1129.61,19.34,19.28,282.19,29.41,21.6,Q4,18780
Kanakapura,2012,Potato,10.68,23.61,-1.99,67.67,28.27,9.23,375.09,28.88,16.89,80.36,28.65,3.22,Q4,13920
Kanakapura,2013,Arecanut,13.7,30.48,3.65,74.96,35.88,11.65,439.01,28.85,22.41,97.23,24.64,5.13,Q4,42310
Kanakapura,2013,Millet,17.74,25.62,1.15,66.44,30.36,15.04,371.3,29.38,25.68,85.35,24.72,3.74,Q4,34970
Kanakapura,2013,Onion,64.55,19.8,20.6,257.71,28.34,19.23,771.5,18.96,10.85,190.24,26.19,6.37,Q4,9710
Kanakapura,2013,Paddy,15.31,32.78,0.36,70.89,28.76,12.31,403.95,26.17,25.39,83.28,26.73,6.43,Q4,36350
Kanakapura,2017,Coffee,34.9,30.92,3.37,106.44,31.82,4.4,405.66,30.16,19.12,140.2,18.95,3.23,Q4,18920
Kanakapura,2017,Paddy,21.78,33.66,6.2,64.16,27.82,56.81,384.67,31.62,58.48,81.7,30.72,13.37,Q4,15850
Kanakapura,2017,Pepper,44.34,21.0,-0.13,114.81,28.88,9.04,466.45,24.5,21.84,154.21,29.71,3.42,Q4,21450
Kanakapura,2017,Potato,20.17,29.68,5.48,69.34,28.35,59.17,417.14,31.26,64.54,84.82,30.77,15.09,Q4,17110
Kanakapura,2023,Bengal Gram,22.58,25.94,2.22,74.41,29.02,11.1,441.27,22.07,21.4,95.91,27.02,2.51,Q4,16630
Kanakapura,2023,Coffee,77.56,26.99,16.33,310.68,21.9,5.18,929.6,18.08,11.83,228.46,20.82,29.33,Q4,179050
Kanakapura,2023,Paddy,96.87,22.52,24.97,398.61,30.93,26.71,1195.62,26.15,20.28,298.02,24.14,22.28,Q4,19800
Kanakapura,2023,Turmeric,24.23,30.68,1.02,80.77,34.05,15.19,455.84,22.75,29.68,95.61,28.22,2.98,Q4,40750
Khanapur,2008,Mango,22.2,29.34,2.88,85.65,26.88,12.96,493.65,28.76,19.7,109.26,26.48,4.75,Q4,18500
Khanapur,2008,Ragi,18.95,36.12,6.36,70.08,31.39,57.71,391.12,32.61,59.43,81.46,29.18,14.02,Q4,16220
Khanapur,2008,Sunflower,31.69,22.26,5.64,103.83,30.32,9.89,433.55,17.69,16.34,145.03,25.79,2.78,Q4,19845
Khanapur,2008,Wheat,44.1,32.39,2.27,139.38,27.64,10.28,569.43,21.5,29.34,193.56,25.07,5.71,Q4,46550
Khanapur,2009,Bengal Gram,36.91,21.93,28.42,104.94,23.61,34.16,409.04,28.87,7.27,140.82,28.01,7.54,Q2,80880
Khanapur,2009,Onion,104.16,24.38,5.18,415.41,25.17,11.21,1258.36,22.89,31.9,320.56,25.34,3.49,Q4,54500
Khanapur,2009,Potato,25.73,31.56,4.02,85.43,30.48,13.17,486.37,30.55,22.5,103.62,29.73,3.56,Q4,18500
Khanapur,2009,Sunflower,50.48,31.39,3.36,141.68,26.4,9.19,559.95,21.33,27.5,189.6,35.27,4.59,Q4,45830
Khanapur,2014,Cotton,26.96,24.77,3.07,73.78,26.07,11.97,474.99,33.79,23.97,104.41,30.64,6.75,Q4,18030
Khanapur,2014,Groundnut,13.6,32.36,4.28,71.2,30.98,14.83,416.77,30.49,25.55,90.32,32.84,2.78,Q4,38100
Khanapur,2014,Potato,22.95,25.98,27.38,70.65,31.36,25.78,423.83,28.38,22.09,90.19,28.28,11.8,Q4,620440
Khanapur,2014,Wheat,41.69,30.05,3.36,122.36,26.7,8.71,492.5,28.91,24.65,167.17,30.53,5.59,Q4,43140
Khanapur,2017,Groundnut,26.42,23.95,3.52,86.21,30.88,9.56,507.01,28.16,27.89,110.24,21.92,5.31,Q4,22490
Khanapur,2017,Mango,57.46,26.57,11.96,223.85,23.34,5.35,673.86,25.38,10.05,163.19,24.88,22.58,Q4,137400
Khanapur,2017,Pepper,27.08,30.98,32.15,81.19,21.12,28.45,470.75,24.08,22.61,97.81,25.4,14.0,Q4,700570
Khanapur,2017,Ragi,47.95,30.19,31.79,138.64,26.18,36.26,567.96,28.86,25.72,186.16,21.44,17.47,Q4,850250
Khanapur,2021,Jowar,20.62,29.81,4.24,73.07,27.18,7.13,429.23,26.13,24.49,90.43,26.85,4.78,Q4,18910
Khanapur,2021,Millet,69.72,17.47,13.84,283.25,23.38,6.95,839.08,23.12,12.26,216.01,23.4,27.84,Q4,163000
Khanapur,2021,Pepper,16.34,33.35,0.78,66.46,35.31,9.64,373.52,31.65,20.92,80.8,24.53,2.54,Q4,14170
Khanapur,2021,Turmeric,18.81,23.87,1.04,72.92,31.68,10.6,422.26,25.74,21.88,92.92,26.67,4.54,Q4,16060
Khanapur,2023,Cotton,18.27,26.0,27.48,76.79,32.65,25.97,429.82,23.1,20.64,86.98,26.58,13.1,Q4,630910
Khanapur,2023,Mango,17.32,27.11,28.93,69.41,31.04,26.33,423.73,28.15,22.0,88.93,25.56,13.5,Q4,620440
Khanapur,2023,Millet,30.33,24.68,1.51,110.55,23.15,9.41,422.4,23.02,20.21,143.18,24.47,-0.9,Q4,19400
Khanapur,2023,Paddy,93.73,23.06,1.04,369.17,26.74,11.66,1086.56,22.34,31.44,268.7,17.15,2.98,Q4,49520
Kolar,2005,Mango,34.0,25.2,26.36,102.0,26.46,33.89,408.0,23.94,7.53,136.0,24.44,7.53,Q2,80300
Kolar,2005,Pepper,34.8,27.74,1.14,103.97,28.02,7.59,407.05,24.66,18.0,138.16,25.36,3.41,Q4,18920
Kolar,2005,Ragi,34.0,25.2,1.53,102.0,26.46,7.63,408.0,23.94,18.3,136.0,24.44,3.05,Q4,18920
Kolar,2005,Tomato,32.32,27.36,3.43,104.72,27.94,5.82,409.7,25.64,17.48,137.11,23.39,2.07,Q4,18920
Kolar,2006,Bengal Gram,33.41,28.29,26.45,107.67,24.39,36.99,423.05,24.05,9.74,141.83,23.44,6.55,Q2,84260
Kolar,2006,Mango,35.5,25.8,27.37,106.5,27.09,35.19,426.0,24.51,7.82,142.0,25.03,7.82,Q2,84260
Kolar,2006,Ragi,35.5,25.8,1.61,106.5,27.09,8.03,426.0,24.51,19.26,142.0,25.03,3.21,Q4,19560
Kolar,2006,Sunflower,33.49,23.14,26.5,104.02,27.15,36.09,426.11,21.96,7.71,144.61,24.21,9.1,Q2,84260
Kolar,2007,Mango,32.5,25.5,25.87,97.5,26.78,33.26,390.0,24.23,7.39,130.0,24.74,7.39,Q2,78050
Kolar,2007,Ragi,32.5,25.5,1.49,97.5,26.78,7.43,390.0,24.23,17.82,130.0,24.74,2.97,Q4,18170
Kolar,2007,Sunflower,30.58,25.87,27.52,100.22,28.73,34.35,388.76,22.51,9.21,128.11,22.16,7.69,Q2,78050
Kolar,2007,Turmeric,29.97,25.64,1.77,98.79,28.85,7.3,390.04,27.13,19.1,130.38,27.69,2.71,Q4,18170
Kolar,2008,Bengal Gram,34.91,27.43,3.41,111.22,25.3,10.37,449.86,22.82,19.62,147.41,26.62,1.8,Q4,20580
Kolar,2008,Mango,37.5,24.9,28.74,112.5,26.15,36.95,450.0,23.66,8.21,150.0,24.15,8.21,Q2,89190
Kolar,2008,Ragi,37.5,24.9,1.71,112.5,26.15,8.55,450.0,23.66,20.52,150.0,24.15,3.42,Q4,20580
Kolar,2008,Tomato,39.98,23.99,29.19,110.06,26.79,36.26,450.5,23.83,9.55,150.93,22.73,7.78,Q2,89190
Kolar,2009,Bengal Gram,31.36,23.3,-0.01,101.6,28.81,9.56,404.28,27.38,20.49,132.14,27.51,4.41,Q4,18690
Kolar,2009,Mango,33.5,26.1,26.78,100.5,27.41,34.43,402.0,24.8,7.65,134.0,25.32,7.65,Q2,79810
Kolar,2009,Ragi,33.5,26.1,1.57,100.5,27.41,7.83,402.0,24.8,18.78,134.0,25.32,3.13,Q4,18690
Kolar,2009,Wheat,31.88,28.69,1.97,103.18,29.15,6.32,400.26,24.13,19.85,132.41,26.59,1.94,Q4,18690
Kolar,2010,Mango,36.0,25.3,28.14,108.0,26.57,36.18,432.0,24.04,8.04,144.0,24.54,8.04,Q2,86370
Kolar,2010,Pepper,35.0,28.15,27.93,107.87,28.18,37.5,434.88,23.0,9.27,142.21,21.84,8.7,Q2,86370
Kolar,2010,Ragi,36.0,25.3,1.68,108.0,26.57,8.38,432.0,24.04,20.1,144.0,24.54,3.35,Q4,20130
Kolar,2010,Wheat,38.65,26.41,3.22,109.38,26.23,7.07,433.68,25.41,18.95,144.75,24.09,4.14,Q4,20130
Kolar,2011,Mango,31.5,26.4,25.24,94.5,27.72,32.45,378.0,25.08,7.21,126.0,25.61,7.21,Q2,75420
Kolar,2011,Ragi,31.5,26.4,1.45,94.5,27.72,7.23,378.0,25.08,17.34,126.0,25.61,2.89,Q4,17580
Kolar,2011,Tomato,34.49,23.91,2.67,94.47,29.96,8.04,380.12,27.39,18.86,125.31,26.06,4.89,Q4,17580
Kolar,2011,Turmeric,31.09,27.33,2.92,91.72,27.16,8.16,378.71,26.14,16.8,125.19,22.63,3.63,Q4,17580
Kolar,2012,Mango,39.0,24.7,29.96,117.0,25.94,38.52,468.0,23.47,8.56,156.0,23.96,8.56,Q2,94350
Kolar,2012,Millet,41.59,22.84,0.0,114.29,27.32,9.07,469.38,26.02,21.79,158.47,25.63,5.44,Q4,21450
Kolar,2012,Ragi,39.0,24.7,1.84,117.0,25.94,9.18,468.0,23.47,22.02,156.0,23.96,3.67,Q4,21450
Kolar,2012,Tomato,40.17,21.72,31.93,117.37,27.37,38.65,466.27,20.61,10.47,155.5,23.67,10.45,Q2,94350
Kolar,2013,Mango,35.0,25.6,27.65,105.0,26.88,35.55,420.0,24.32,7.9,140.0,24.83,7.9,Q2,83000
Kolar,2013,Pepper,35.62,27.97,26.02,107.83,25.4,36.44,420.89,24.66,8.46,137.37,25.56,7.03,Q2,83000
Kolar,2013,Ragi,35.0,25.6,1.64,105.0,26.88,8.2,420.0,24.32,19.68,140.0,24.83,3.28,Q4,19400
Kolar,2013,Sunflower,33.16,25.53,0.53,106.75,25.92,9.19,419.77,27.06,20.99,139.62,27.51,1.35,Q4,19400
Kolar,2014,Mango,33.0,25.9,26.18,99.0,27.2,33.66,396.0,24.61,7.48,132.0,25.12,7.48,Q2,78960
Kolar,2014,Ragi,33.0,25.9,1.52,99.0,27.2,7.6,396.0,24.61,18.24,132.0,25.12,3.04,Q4,18440
Kolar,2014,Sunflower,31.99,27.87,0.02,99.22,24.71,7.49,397.97,22.42,17.61,131.74,26.53,3.53,Q4,18440
Kolar,2014,Wheat,32.56,23.02,26.04,98.1,28.0,33.76,393.24,22.93,8.47,130.32,24.33,7.5,Q2,78960
Kolar,2015,Mango,30.5,26.7,24.61,91.5,28.04,31.64,366.0,25.37,7.03,122.0,25.9,7.03,Q2,72150
Kolar,2015,Pepper,27.77,24.01,0.38,89.95,26.04,7.21,363.73,25.21,14.68,119.46,25.49,1.78,Q4,16950
Kolar,2015,Ragi,30.5,26.7,1.38,91.5,28.04,6.88,366.0,25.37,16.5,122.0,25.9,2.75,Q4,16950
Kolar,2015,Turmeric,29.11,28.82,2.38,88.59,28.88,5.64,367.03,23.96,17.29,120.48,27.43,4.44,Q4,16950
Kolar,2016,Bengal Gram,39.8,27.64,-0.24,108.28,28.4,7.34,445.12,25.88,22.92,149.78,25.47,4.23,Q4,20890
Kolar,2016,Mango,37.0,25.1,28.42,111.0,26.36,36.54,444.0,23.85,8.12,148.0,24.35,8.12,Q2,87810
Kolar,2016,Ragi,37.0,25.1,1.76,111.0,26.36,8.78,444.0,23.85,21.06,148.0,24.35,3.51,Q4,20890
Kolar,2016,Tomato,39.33,24.71,3.58,110.2,24.16,7.87,441.57,22.3,22.39,150.63,26.96,1.51,Q4,20890
Kolar,2017,Bengal Gram,32.37,24.54,28.45,104.97,29.3,35.61,412.63,21.66,6.22,136.07,26.89,6.04,Q2,81590
Kolar,2017,Mango,34.5,25.7,27.16,103.5,26.99,34.92,414.0,24.42,7.76,138.0,24.93,7.76,Q2,81590
Kolar,2017,Ragi,34.5,25.7,1.6,103.5,26.99,7.98,414.0,24.42,19.14,138.0,24.93,3.19,Q4,19110
Kolar,2017,Tomato,32.96,26.33,25.69,105.11,28.72,36.2,413.29,21.47,6.89,137.54,26.6,9.32,Q2,81590
Kolar,2018,Mango,34.0,26.0,26.6,102.0,27.3,34.2,408.0,24.7,7.6,136.0,25.22,7.6,Q2,80880
Kolar,2018,Ragi,34.0,26.0,1.54,102.0,27.3,7.7,408.0,24.7,18.48,136.0,25.22,3.08,Q4,18880
Kolar,2018,Sunflower,31.27,25.89,25.45,103.03,24.47,33.04,410.67,23.26,6.41,137.35,26.75,6.32,Q2,80880
Kolar,2018,Wheat,34.16,24.62,25.08,100.76,29.69,34.39,409.09,26.39,6.35,136.07,28.2,8.1,Q2,80880
Kolar,2019,Bengal Gram,38.94,23.87,27.72,111.37,23.62,37.6,457.06,26.24,8.89,154.01,25.26,8.74,Q2,91260
Kolar,2019,Mango,38.0,24.8,29.19,114.0,26.04,37.53,456.0,23.56,8.34,152.0,24.06,8.34,Q2,91260
Kolar,2019,Ragi,38.0,24.8,1.8,114.0,26.04,8.98,456.0,23.56,21.54,152.0,24.06,3.59,Q4,21060
Kolar,2019,Tomato,35.31,22.11,29.53,115.14,25.5,38.91,453.4,21.97,10.27,150.75,22.87,9.77,Q2,91260
Kolar,2020,Mango,35.75,25.4,27.93,107.25,26.67,35.91,429.0,24.13,7.98,143.0,24.64,7.98,Q2,85305
Kolar,2020,Ragi,35.75,25.4,1.66,107.25,26.67,8.28,429.0,24.13,19.86,143.0,24.64,3.31,Q4,19845
Kolar,2020,Sunflower,38.55,22.41,27.04,104.5,27.64,34.96,429.23,25.19,7.7,142.23,22.9,9.09,Q2,85305
Kolar,2020,Wheat,36.26,23.24,3.59,107.17,27.53,9.53,429.65,21.87,18.04,142.35,23.01,1.5,Q4,19845
Kolar,2021,Bengal Gram,36.63,23.63,2.67,102.33,26.06,7.53,407.45,24.49,18.06,135.09,24.97,2.29,Q4,18785
Kolar,2021,Mango,33.75,26.2,26.64,101.25,27.51,34.25,405.0,24.89,7.61,135.0,25.41,7.61,Q2,80295
Kolar,2021,Onion,32.0,25.77,0.31,99.75,29.1,9.34,407.37,23.07,17.16,133.33,24.2,3.85,Q4,18785
Kolar,2021,Ragi,33.75,26.2,1.55,101.25,27.51,7.73,405.0,24.89,18.54,135.0,25.41,3.09,Q4,18785
Kolar,2022,Bengal Gram,36.81,23.84,0.66,109.31,24.68,10.56,435.56,22.73,19.51,143.18,22.08,1.56,Q4,20460
Kolar,2022,Mango,36.5,25.0,28.28,109.5,26.25,36.36,438.0,23.75,8.08,146.0,24.25,8.08,Q2,87180
Kolar,2022,Ragi,36.5,25.0,1.73,109.5,26.25,8.63,438.0,23.75,20.7,146.0,24.25,3.45,Q4,20460
Kolar,2022,Turmeric,38.52,26.78,29.5,107.18,27.31,37.04,435.22,25.96,9.92,145.67,21.92,8.73,Q2,87180
Kolar,2023,Mango,32.0,26.5,25.55,96.0,27.83,32.85,384.0,25.18,7.3,128.0,25.71,7.3,Q2,76810
Kolar,2023,Onion,33.0,28.45,26.48,98.33,24.87,33.24,385.01,26.85,8.9,129.52,28.5,5.87,Q2,76810
Kolar,2023,Ragi,32.0,26.5,1.46,96.0,27.83,7.3,384.0,25.18,17.52,128.0,25.71,2.92,Q4,17890
Kolar,2023,Wheat,30.21,26.53,2.34,95.13,29.48,8.75,383.71,26.26,18.2,127.92,27.88,3.49,Q4,17890
Kolar,2024,Mango,39.5,24.5,30.42,118.5,25.73,39.11,474.0,23.28,8.69,158.0,23.77,8.69,Q2,96570
Kolar,2024,Onion,41.69,25.2,2.88,120.23,28.18,7.58,475.16,20.66,23.25,155.78,26.52,2.68,Q4,21870
Kolar,2024,Pepper,40.27,26.72,2.52,121.15,23.12,9.35,471.15,25.21,20.86,160.48,25.18,5.14,Q4,21870
Kolar,2024,Ragi,39.5,24.5,1.89,118.5,25.73,9.45,474.0,23.28,22.68,158.0,23.77,3.78,Q4,21870
Kolaras,2005,Groundnut,38.3,29.32,-0.44,119.8,29.38,10.43,463.26,28.34,24.1,152.43,26.92,2.99,Q4,21450
Kolaras,2005,Maize,103.58,26.22,2.46,417.85,21.14,14.71,1245.14,18.76,32.31,311.3,25.63,6.72,Q4,54080
Kolaras,2005,Ragi,26.13,25.79,4.26,94.93,29.6,9.11,514.37,25.36,24.9,109.05,29.78,4.93,Q4,22490
Kolaras,2005,Turmeric,22.28,31.51,3.86,79.59,33.12,8.48,454.56,24.75,26.48,95.96,33.23,3.98,Q4,43250
Kolaras,2006,Jowar,56.85,24.66,11.34,219.75,21.34,6.54,663.87,20.05,11.74,167.72,18.24,22.07,Q4,135300
Kolaras,2006,Maize,44.36,24.54,-2.2,109.63,27.85,11.02,465.74,27.73,21.11,155.28,25.31,7.48,Q4,21450
Kolaras,2006,Millet,95.3,23.37,1.1,361.95,25.99,13.59,1096.02,24.27,31.95,274.03,25.0,6.04,Q4,49520
Kolaras,2006,Tomato,20.96,25.39,1.39,81.52,27.44,14.15,478.28,24.25,27.78,102.69,25.44,3.23,Q4,42930
Kolaras,2010,Cotton,62.72,27.14,11.35,238.8,21.5,9.36,735.85,21.61,13.76,181.94,24.26,27.76,Q4,152900
